"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url1","Input.image_url2","Input.suggestions","Answer.keylog","Answer.keylogalert","Answer.timealert","Answer.translation","Approve","Reject"
"335HHSX8DMCL55QULBE684WFH33DHJ","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:12 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:12 PDT 2021","","","36V4Q8R5ZU739CT47W55PS7Y4IZMQB","A2RX8V7WBG0QGP","Approved","Sat Aug 28 09:40:38 PDT 2021","Sat Aug 28 09:45:32 PDT 2021","Tue Aug 31 09:45:32 PDT 2021","Sun Aug 29 03:35:45 PDT 2021","","","294","94% (291/309)","94% (291/309)","93% (205/220)","0","https://i.imgur.com/OqDVt9l.png","https://i.imgur.com/OqDVt9l.png","{}","","TRUE","","Pfeifen. Tick. Bzzzt. Ding. Glorp. Pop. Platsch. Glockenspiel. Tuten. Puffen."
"34D9ZRXCZ01CX71YCVZ3MHVB5BNASZ","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:12 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:12 PDT 2021","","","39ZSFO5CAI350XU0L8CIJ1C63FHJUS","A2AKNTBRMYZ95S","Approved","Mon Aug 30 04:40:54 PDT 2021","Mon Aug 30 04:42:20 PDT 2021","Thu Sep 02 04:42:20 PDT 2021","Tue Aug 31 06:41:30 PDT 2021","","","86","84% (46/55)","84% (46/55)","84% (46/55)","1","https://i.imgur.com/Hx6rYGj.png","https://i.imgur.com/JtrsG1V.png","{}","Klimpren. Blasen. Piepsen. klopfen. Knistern Zischen. Zischen. Pfffft. Zischen.","","","Klimpren. Blasen. Piepen. klopfen. Knistern Zischen. Zischen. Pfff. Zischen."
"3HA5ODM5LJZWPV4WNQQZI49OQLNVSK","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:12 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:12 PDT 2021","","","3ZQIG0FLQONRJWJZXX524D8XJHXWVL","A2687XLMYHVP7F","Approved","Mon Aug 30 04:16:33 PDT 2021","Mon Aug 30 04:17:06 PDT 2021","Thu Sep 02 04:17:06 PDT 2021","Tue Aug 31 06:47:05 PDT 2021","","","33","100% (295/295)","100% (295/295)","100% (24/24)","3","https://i.imgur.com/9sIPGge.png","https://i.imgur.com/hEjnmPG.png","{}","Sein einmaliges Passwort f+rür den Wasserspeier würde ,,Zzimperrrlicher Lammergeier"" lauten.","","TRUE","Sein einmaliges Passwort für den Wasserspeier würde ,,zimperlicher Lammergeier"" lauten."
"308KJXFUK0DDC7ED1V4TWMRX7U1ATO","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:12 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:12 PDT 2021","","","351SEKWQSAO9K3PZ2AZLPT0ZLXUMDE","A2173NB4RXYT6M","Approved","Fri Aug 27 08:42:22 PDT 2021","Fri Aug 27 08:43:20 PDT 2021","Mon Aug 30 08:43:20 PDT 2021","Sat Aug 28 04:43:14 PDT 2021","","","58","100% (126/126)","100% (126/126)","100% (67/67)","8","https://i.imgur.com/r2tiOaR.png","https://i.imgur.com/wDUtWtV.png","{}","Der alte Zauberer erhob sich von seinem Thronn und begann langsam, durch de n Raum und deine seltsamen Gerätmit seinenschaften zu schreiten.","","","Der alte Zauberer erhob sich von seinem Thron und begann, langsam durch den Raum mit seinen seltsamen Gerätschaften zu schreiten."
"3D5G8J4N6JBX4VHBCQVPS95AS41VT9","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:12 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:12 PDT 2021","","","36WLNQG789HITIZ27GKWHV7Q9LCBEE","A2AKNTBRMYZ95S","Approved","Mon Aug 30 04:09:16 PDT 2021","Mon Aug 30 04:10:38 PDT 2021","Thu Sep 02 04:10:38 PDT 2021","Tue Aug 31 06:44:33 PDT 2021","","","82","84% (46/55)","84% (46/55)","84% (46/55)","9","https://i.imgur.com/TM2lWhw.png","https://i.imgur.com/clP59tw.png","{}",",, So, erstmal: hast du die Notizen von der gaestrigen Begegnung mit Luciius Malfoy bei dir?''","","",",, So, erstmal: hast du die Notizen von der gestrigen Begegnung mit Lucius Malfoy bei dir?''"
"3QE4DGPGC0IU5DCQ8UVVK0Q8PQXG4A","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:12 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:12 PDT 2021","","","3A9AA95AT6TK1T7JFK9U8L62DRXP57","A2RX8V7WBG0QGP","Approved","Sat Aug 28 07:33:22 PDT 2021","Sat Aug 28 07:40:18 PDT 2021","Tue Aug 31 07:40:18 PDT 2021","Sun Aug 29 03:35:45 PDT 2021","","","416","94% (291/309)","94% (291/309)","93% (205/220)","11","https://i.imgur.com/gTGSLPh.png","https://i.imgur.com/arkB32z.png","{}","","TRUE","","""Du musst es aufgeschrieben haben..."" sagte der alte Zauberer und seine Stimme brach ab."
"3UOMW19E7MDZKK0LKDIMZ1B7RU05CU","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:13 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:13 PDT 2021","","","3WI0P0II6BZ0HJ2R7IV2BSU9RXJDR9","A2RX8V7WBG0QGP","Approved","Mon Aug 30 09:02:40 PDT 2021","Mon Aug 30 09:06:34 PDT 2021","Thu Sep 02 09:06:34 PDT 2021","Tue Aug 31 06:49:16 PDT 2021","","","234","94% (291/309)","94% (291/309)","93% (205/220)","14","https://i.imgur.com/6toJ8jo.png","https://i.imgur.com/0zM1B6f.png","{}","","TRUE","","""In Ordnung"", sagte der Schulleiter, ""dann eben auswendig."""
"3J94SKDELRW9PC6ZK9DXJ7TPCUC5DU","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:13 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:13 PDT 2021","","","3PB5A5BD05DTBKS30UY4CW663D9G7R","A2RX8V7WBG0QGP","Approved","Mon Aug 30 09:18:01 PDT 2021","Mon Aug 30 09:23:18 PDT 2021","Thu Sep 02 09:23:18 PDT 2021","Tue Aug 31 06:51:06 PDT 2021","","","317","94% (291/309)","94% (291/309)","93% (205/220)","20","https://i.imgur.com/CUdPrCZ.png","https://i.imgur.com/jcjAIPp.png","{}","","TRUE","","Und ich denke es wäre aeußerst klug, wenn du von nun an jeden Kontakt mit Lord Malfoy vermeiden würdest."""
"3I6NF2WGJP3C1WGQMZE5PSWMPMSG5F","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:13 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:13 PDT 2021","","","37WLF8U1WZXF96AH7BER4AY3F8M6KF","A2RX8V7WBG0QGP","Approved","Fri Aug 27 12:20:17 PDT 2021","Fri Aug 27 12:23:27 PDT 2021","Mon Aug 30 12:23:27 PDT 2021","Sat Aug 28 04:45:03 PDT 2021","","","190","94% (291/309)","94% (291/309)","93% (205/220)","21","https://i.imgur.com/7Jkd52x.png","https://i.imgur.com/cJ2hiij.png","{}","","TRUE","","„Obwohl du es hasst, Eulen abzufangen, die ich ihm schicke, hast du sie erwischt?“, fragte Harry."
"3TUOHPJXZQ4H01Q07A1I3E9UC9RXW4","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:26:13 PDT 2021","1","BatchId:4539955;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:26:13 PDT 2021","","","37U1UTWH95TO0O60QAKMP0G8GJG8RI","A2173NB4RXYT6M","Approved","Wed Aug 25 11:23:14 PDT 2021","Wed Aug 25 11:24:04 PDT 2021","Sat Aug 28 11:24:04 PDT 2021","Wed Aug 25 12:57:38 PDT 2021","","","50","100% (126/126)","100% (126/126)","100% (67/67)","22","https://i.imgur.com/3JSp8IX.png","https://i.imgur.com/3KNGrXF.png","{}","Der Schulleiter vblickte Harry für einen lange Moent an ehr , ehe er zögerlich nickte.nm","","","Der Schulleiter blickte Harry für einen langen Moment an, ehe er zögerlich nickte."
