"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url1","Input.image_url2","Input.image_url3","Input.suggestions","Answer.keylog","Answer.keylogalert","Answer.timealert","Answer.translation","Approve","Reject"
"3XABXM4AKACM13T6NTQKVQAFXZ1Q8L","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","1","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","3OVHNO1VEG89JAOIHZPFXVW81MHZDK","A3IE3EBIDHG7MV","Approved","Tue Aug 31 21:41:29 PDT 2021","Tue Aug 31 21:50:30 PDT 2021","Fri Sep 03 21:50:30 PDT 2021","Wed Sep 01 00:19:44 PDT 2021","","","541","9% (1/11)","9% (1/11)","9% (1/11)","2","https://i.imgur.com/m3t4EOQ.png","https://i.imgur.com/SxoaFNb.png","https://i.imgur.com/U5qRhlV.png","{'Charms': 'Zaubersprüche'}","Whrend des Zauberreri Unterrichts am Montag hatte Professor Flitwick Harry heimlich ein Stck Pergament zueschoben. Diese Notiz sagte, dass erden Schueiter nach belieben besuchen knnte, aber so, dass niemand bemerken sollte, besonders nicht Draco Malfoy oder Profeessor Quirrell.","TRUE","","Während des Zauberreri Unterrichts am Montag hatte Professor Flitwick Harry heimlich ein Stück Pergament zueschoben. Diese Notiz sagte, dass erden Schueiter nach belieben besuchen könnte, aber so, dass niemand bemerken sollte, besonders nicht Draco Malfoy oder Professor Quirrell."
"3IH9TRB0GK6R95L2B0CW7EWLSJEI1Q","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","2","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","3PM8NZGV88NE3OS8L37E09NWC11XQJ","A3IE3EBIDHG7MV","Rejected","Tue Aug 31 20:40:09 PDT 2021","Tue Aug 31 21:36:22 PDT 2021","Fri Sep 03 21:36:22 PDT 2021","","Wed Sep 01 00:26:41 PDT 2021","Die in den Instruktionen angegebenen Anforderungen wurden nicht erfüllt. Die erbrachte Leistung ist unbrauchbar.","3373","9% (1/11)","9% (1/11)","9% (1/11)","4","https://i.imgur.com/nhXui0W.png","https://i.imgur.com/gi3nLi3.png","https://i.imgur.com/qZ862SB.png","{}","Dies errichte er durch ein bemerkenswertes, artistisches Tuschebild Von Professor Flitwick, welches ihn anstarte und ab und zu blinzelte und am Ende der Nachicht stand dreifrach unterstrichen, GERATE NICHT IN SCHWIERIGKEITEN.","TRUE","","Dies errichte er durch ein bemerkenswertes, artistisches Tuschebild Von Professor Flitwick, welches ihn anstarte und ab und zu blinzelte und am Ende der Nachicht stand dreifrach unterstrichen, GERATE NICHT IN SCHWIERIGKEITEN."
"341YLJU22R6YYQ3YU4CACX6QKPSI27","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","1","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","386CSBG1O9T1K98CKGYO0WACE6C6QP","A2173NB4RXYT6M","Approved","Thu Aug 26 07:43:50 PDT 2021","Thu Aug 26 07:46:17 PDT 2021","Sun Aug 29 07:46:17 PDT 2021","Thu Aug 26 11:47:07 PDT 2021","","","147","100% (126/126)","100% (126/126)","100% (67/67)","6","https://i.imgur.com/TL2P4oJ.png","https://i.imgur.com/N0X15qX.png","https://i.imgur.com/PdBd2lD.png","{}","Dieses mal blickte Dumlenbledore recht erst und es fehlt das übliche Lächeltn; Er trug einen Schlaganzug von dunklerem undn f und nüchterner wirkendem Violett als sonst.m","","","Dieses mal blickte Dumbledore recht erst und es fehlt das übliche Lächeln; Er trug einen Schlafanzug von dunkleren und nüchterner wirkendem Violett als sonst."
"3CVDZS289Q74V3513EP9O97WA2HFM4","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","1","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","3X4MXAO0BQVZQP2IOD0S3GJUZLWWRP","A2AKNTBRMYZ95S","Approved","Tue Aug 31 20:33:44 PDT 2021","Tue Aug 31 20:49:40 PDT 2021","Fri Sep 03 20:49:40 PDT 2021","Wed Sep 01 00:25:49 PDT 2021","","","956","84% (46/55)","84% (46/55)","84% (46/55)","13","https://i.imgur.com/a64pgLd.png","https://i.imgur.com/DLEBzUP.png","https://i.imgur.com/Av9cGVs.png","{}","jJa, wenn du durch Zufall eine mysterindichen Konversation mit vielen, unverstandichen Hinweisen mithrst, dann ist doch offensichtlich das erste was du danach machst alles aufzuschreiben, bevor sich deine Erinnerung trbt damit du spter die Rter die tsel lsen Kannst.","","","Ja, wenn du durch Zufall eine mysteriöndichen Konversation mit vielen, unverständichen Hinweisen mithörst, dann ist doch offensichtlich das erste was du danach machst alles aufzuschreiben, bevor sich deine Erinnerung trübt damit du später die Rätsel lösen Kannst."
"3OQQD2WO9RDNJ8ZHY4QFV7BIQ3SI3I","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","2","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","39JEC753748I5YDUG651SJ1USBTCVR","A3IE3EBIDHG7MV","Rejected","Tue Aug 31 20:40:15 PDT 2021","Tue Aug 31 21:39:29 PDT 2021","Fri Sep 03 21:39:29 PDT 2021","","Wed Sep 01 00:22:10 PDT 2021","Die in den Instruktionen angegebenen Anforderungen wurden nicht erfüllt. Die erbrachte Leistung ist unbrauchbar.","3554","9% (1/11)","9% (1/11)","9% (1/11)","17","https://i.imgur.com/rSNgeml.png","https://i.imgur.com/SWRWes8.png","https://i.imgur.com/ovtpqSq.png","{}","dUMBLEDORE'S gESICHT WAR ENTFERNTER GEWORDEN, ALS hARRY GINGddDumbledore's Gesicht war entfrenter geworden, als Harry ging weiter, und am Ende gab es einen Blick der Antike  ber ihn, eine Hrte in der Luft.","","","Dumbledore's Gesicht war entfrenter geworden, als Harry ging weiter, und am Ende gab es einen Blick der Antike über ihn, eine Härte in der Luft."
"3SV8KD29MDZFAWWYJE60COVAX2GZK7","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","1","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","3LKC68YZ3KAWTCA2WLJO9LEPN7HOWU","A2173NB4RXYT6M","Approved","Thu Aug 26 07:30:21 PDT 2021","Thu Aug 26 07:32:31 PDT 2021","Sun Aug 29 07:32:31 PDT 2021","Thu Aug 26 11:47:08 PDT 2021","","","130","100% (126/126)","100% (126/126)","100% (67/67)","18","https://i.imgur.com/H3unQ1l.png","https://i.imgur.com/KZ7ZPLK.png","https://i.imgur.com/bUrBV7f.png","{}","""Nun"", sagte Dumnbledore, ""Ich schlage vor, dass du gurt aupasst, dasdf der Erbe von Malfoy nichr t zu Schaden kommt, . undUnd ich werde das Gleiche tun.ebenfalls ""sdamit","","","""Nun"", sagte Dumbledore, ""Ich schlage vor, dass du gut aufpasst, damit der Erbe von Malfoy nicht zu Schaden kommt. Und ich werde das ebenfalls tun."""
"3SMIWMMK7ACPJXW525QVJ7AQIRAWUB","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","2","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","35L9RVQFCYP99RZAX89X7OWRRWMUHQ","A2AKNTBRMYZ95S","Rejected","Tue Aug 31 20:28:53 PDT 2021","Tue Aug 31 20:33:43 PDT 2021","Fri Sep 03 20:33:43 PDT 2021","","Wed Sep 01 00:33:04 PDT 2021","Die in den Instruktionen angegebenen Anforderungen wurden nicht erfüllt. Die erbrachte Leistung ist unbrauchbar.","290","84% (46/55)","84% (46/55)","84% (46/55)","19","https://i.imgur.com/pKBW72B.png","https://i.imgur.com/FyHnrh6.png","https://i.imgur.com/67D4PaK.png","{}","Der Schulleiter runzelte die stirn, seine Finger trommelten lautlos durch die tintenschwarze Oberflflche der plPlatete, auf dderer das wort Leliel stand.","","","Der Schulleiter runzelte die stirn, seine Finger trommelten lautlos durch die tintenschwarze Oberfläche der Platte, auf der das wort Leliel stand."
"3J6BHNX0VIZLT7IFGQV6H1O1NO8NKE","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:50 PDT 2021","1","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:50 PDT 2021","","","30JNVC0ORJRHHYSTGZPSXNZ2NO2QHS","A2173NB4RXYT6M","Approved","Fri Aug 27 04:20:17 PDT 2021","Fri Aug 27 04:21:59 PDT 2021","Mon Aug 30 04:21:59 PDT 2021","Sat Aug 28 04:46:54 PDT 2021","","","102","100% (126/126)","100% (126/126)","100% (67/67)","25","https://i.imgur.com/zQPuv3Z.png","https://i.imgur.com/bZgLxGV.png","https://i.imgur.com/29ZDIxu.png","{}","Selbst Harry konnte verstehen, warum Dunolemnbbledore nicht wollte, das s er mit Lucuius Malfoy interagierte . Es schien nicthts falsch daran zu sein.","","","Selbst Harry konnte verstehen, warum Dumbledore nicht wollte, dass er mit Lucius Malfoy interagierte. Es schien nichts falsch daran zu sein."
"3DIIW4IV9Y2814ILYIVY5C3O43OI43","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:51 PDT 2021","2","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:51 PDT 2021","","","3SB4CE2TJ52MG8LRW7ASA98R8JMXAJ","A2AKNTBRMYZ95S","Rejected","Tue Aug 31 21:41:29 PDT 2021","Tue Aug 31 21:52:14 PDT 2021","Fri Sep 03 21:52:14 PDT 2021","","Wed Sep 01 00:23:52 PDT 2021","Die in den Instruktionen angegebenen Anforderungen wurden nicht erfüllt. Die erbrachte Leistung ist unbrauchbar.","645","84% (46/55)","84% (46/55)","84% (46/55)","26","https://i.imgur.com/m1B8gyz.png","https://i.imgur.com/k6Xmlg6.png","https://i.imgur.com/fRQffFU.png","{}","","TRUE","TRUE","Nich wie der Direktor, der Zabini erpresste. für den sie nur Zabini Wort hatten, und Zabini war unglaublich unglaubwürdig, in der Tat war es schwer zu verstehen, warum Zabini nicht einfach die Geschichte erzählen wollte, die ihm die größte Sympathie von Professor Quirrell einbrachte."
"3M05562441RADLQ1FF491OWWFSRFN4","3TAMZSB5GYBV6V3XPT7TW5K0L5NQX3","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.40","Wed Aug 25 03:12:51 PDT 2021","2","BatchId:4539950;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:12:51 PDT 2021","","","3WQQ9FUS6K11KHPBUDYWPLB4ZRQ8B7","A2RX8V7WBG0QGP","Rejected","Tue Aug 31 15:17:56 PDT 2021","Tue Aug 31 15:36:53 PDT 2021","Fri Sep 03 15:36:53 PDT 2021","","Wed Sep 01 00:18:22 PDT 2021","Die in den Instruktionen angegebenen Anforderungen wurden nicht erfüllt. Die erbrachte Leistung ist unbrauchbar.","1137","94% (291/309)","94% (291/309)","93% (205/220)","27","https://i.imgur.com/giKMiQM.png","https://i.imgur.com/5q7TOtq.png","https://i.imgur.com/SlXLevG.png","{}","","TRUE","","„Wie wäre es, anstatt zu protestieren, sage ich, dass ich deinen Standpunkt verstehe“, sagte Harry, „und sie fangen meine Eulen immer wieder ab, aber sagen Sie mir, wem sie gehören?“"
