"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url1","Input.image_url2","Input.image_url3","Input.suggestions","Answer.keylog","Answer.keylogalert","Answer.timealert","Answer.translation","Approve","Reject"
"3X52SWXE16CTX3F5GE5VP1OKBR3CWH","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","3WMINLGALLAYDAAW5BE5WWNH66DCAK","A2173NB4RXYT6M","Approved","Wed Aug 25 11:21:21 PDT 2021","Wed Aug 25 11:21:49 PDT 2021","Sat Aug 28 11:21:49 PDT 2021","Wed Aug 25 11:27:14 PDT 2021","","","28","100% (126/126)","100% (126/126)","100% (67/67)","7","https://i.imgur.com/dV55diW.png","https://i.imgur.com/Tgtan1y.png","https://i.imgur.com/EMWH3qO.png","{}","Danke für dein Kommen, Harry"""", sagte der Schulleiter.","","TRUE","""Danke für dein Kommen, Harry"", sagte der Schulleiter."
"33QQ60S6B1PWB7VK9YXACC1MHMVU07","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","3DQQ64TANQSEECM3BLW3YLJFX9APW3","A2173NB4RXYT6M","Approved","Wed Aug 25 13:19:24 PDT 2021","Wed Aug 25 13:19:59 PDT 2021","Sat Aug 28 13:19:59 PDT 2021","Thu Aug 26 06:04:10 PDT 2021","","","35","100% (126/126)","100% (126/126)","100% (67/67)","10","https://i.imgur.com/zPgoyAk.png","https://i.imgur.com/zbcZCgI.png","https://i.imgur.com/mxpeqAQ.png","{}","""Notizen?"", platzte Harry heraus.","","","""Notizen?"", platzte Harry heraus."
"3E22YV8GHADM4YFVTI0EDIA0HYEPNH","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","3SKEMFQBZDC2DKT50QBPOOUULE5K8U","A2RX8V7WBG0QGP","Approved","Mon Aug 30 10:02:57 PDT 2021","Mon Aug 30 10:04:41 PDT 2021","Thu Sep 02 10:04:41 PDT 2021","Tue Aug 31 06:48:54 PDT 2021","","","104","94% (291/309)","94% (291/309)","93% (205/220)","12","https://i.imgur.com/ohKIpy1.png","https://i.imgur.com/EcaGcWB.png","https://i.imgur.com/i6IIWZ5.png","{}","","TRUE","","Harry war ziemlich verlegen."
"3H781YYV72PG2KVPH06FS5HOS9YETM","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","3JRJSWSMQRSDQNVPSN5QZC9EL8M3EW","A2173NB4RXYT6M","Approved","Wed Aug 25 10:20:07 PDT 2021","Wed Aug 25 10:21:10 PDT 2021","Sat Aug 28 10:21:10 PDT 2021","Wed Aug 25 11:27:14 PDT 2021","","","63","100% (126/126)","100% (126/126)","100% (67/67)","16","https://i.imgur.com/mmn7m7b.png","https://i.imgur.com/3oFUvNX.png","https://i.imgur.com/Lrj7Zi3.png","{}","JarrHarrys  beenderderere deete seine Nacherzählung wahrheitsgretreu.","","","Harry beendete seine Nacherzählung wahrheitsgetreu."
"3BCRDCM0PM1DMMCNH99PFQ2FSYJK61","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","35DR22AR5NRMWNM6NSVIN1UL1Z9X3H","A2AKNTBRMYZ95S","Approved","Mon Aug 30 04:00:15 PDT 2021","Mon Aug 30 04:02:43 PDT 2021","Thu Sep 02 04:02:43 PDT 2021","Tue Aug 31 06:45:38 PDT 2021","","","148","84% (46/55)","84% (46/55)","84% (46/55)","23","https://i.imgur.com/IVGPPdc.png","https://i.imgur.com/Wv4mMgF.png","https://i.imgur.com/3n7pb43.png","{}","Fr unerklreten Grden Fhlte Harry nicht son emprt wie er sollt.","TRUE","","Aus irgendeinem unerklärlichen Grund war Harry nicht so empört, wie er sein sollte."
"3UEDKCTPA4XWQMQS0JEHL42BN93K70","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","3GA6AFUKOYVPAXMRIODWKF6RD5DH3N","A2RX8V7WBG0QGP","Approved","Sat Aug 28 12:22:52 PDT 2021","Sat Aug 28 12:28:16 PDT 2021","Tue Aug 31 12:28:16 PDT 2021","Sun Aug 29 03:37:36 PDT 2021","","","324","94% (291/309)","94% (291/309)","93% (205/220)","24","https://i.imgur.com/Ace75Fi.png","https://i.imgur.com/wHhxMYU.png","https://i.imgur.com/kPLrRqc.png","{}","","TRUE","","Vielleicht war es nur so, dass es Harry zu leicht fiel, den Standpunkt des Schulleiters zu verstehen."
"32CAVSKPDNWWIWG25H1AQHKWME1U1A","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","3LRLIPTPE0GGW8MKXOV3KF0PB14AKL","A2RX8V7WBG0QGP","Approved","Mon Aug 30 06:54:22 PDT 2021","Mon Aug 30 07:02:28 PDT 2021","Thu Sep 02 07:02:28 PDT 2021","Tue Aug 31 06:48:54 PDT 2021","","","486","94% (291/309)","94% (291/309)","93% (205/220)","28","https://i.imgur.com/Xho53AP.png","https://i.imgur.com/n3mzOLO.png","https://i.imgur.com/aChoiQS.png","{}","","TRUE","","„Ich habe tatsächlich eine beträchtliche Anzahl von Eulen gefangen, die auf dich gerichtet waren“, sagte Dumbledore nüchtern."
"3OWZNK3RZUW37HYYOL1OV0U1EKFU2R","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","37Q970SNZOFIQ3MS6EBC00YWOVYS17","A2173NB4RXYT6M","Approved","Sat Aug 28 07:20:34 PDT 2021","Sat Aug 28 07:21:30 PDT 2021","Tue Aug 31 07:21:30 PDT 2021","Sun Aug 29 03:36:42 PDT 2021","","","56","100% (126/126)","100% (126/126)","100% (67/67)","30","https://i.imgur.com/Y4E0ZBM.png","https://i.imgur.com/YM4ciCr.png","https://i.imgur.com/ZtwX72T.png","{}","Harry fing an ""Das"", dasagte Harry, der nun langsam etwas empört war, ""schieinteint mir ein bisschen wzu weit zu gehen .-""","","","""Das"", sagte Harry, der nun langsam etwas empört war, ""scheint mir ein bisschen zu weit zu gehen -"""
"3JU8CV4BSUJ4MJF7UX0RS7A578JPOW","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:56 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:56 PDT 2021","","","37Z929RLGJFJZNY18XVM66HRG8YTSE","A2173NB4RXYT6M","Approved","Fri Aug 27 08:39:36 PDT 2021","Fri Aug 27 08:40:34 PDT 2021","Mon Aug 30 08:40:34 PDT 2021","Sat Aug 28 04:48:20 PDT 2021","","","58","100% (126/126)","100% (126/126)","100% (67/67)","31","https://i.imgur.com/KMfKfIg.png","https://i.imgur.com/Tr3kObX.png","https://i.imgur.com/NqnESrS.png","{}","""In Viele dieser Briefe"", sagte der alte Zauberer ruhig, ""werden dich um Dinge bitten, die du nichtt bieten kannst.""","","","""Viele dieser Briefe"", sagte der alte Zauberer ruhig, ""werden dich um Dinge bitten, die du nicht bieten kannst."""
"3CIS7GGG7EQV2XAEH5WPX13QBN5EUD","3HFGFN16M59ZSB48BSBWDLAGP6BTEB","Korrekturlesen deutscher Sätze","Bitte schreiben Sie einen idiomatischen deutschen Satz aus den vorgegebenen Sätzen.","proofreading, korrekturlesen, satz bilden, harry potter, harry, potter, sentence, german, deutsch, satzsynthese","$0.25","Wed Aug 25 03:10:57 PDT 2021","1","BatchId:4539948;OriginalHitTemplateId:928390828;","3600","259200","Wed Sep 01 03:10:57 PDT 2021","","","31LM9EDVOVZS57ARO70W56KCVEKNJQ","A2RX8V7WBG0QGP","Approved","Sat Aug 28 14:49:12 PDT 2021","Sat Aug 28 14:51:40 PDT 2021","Tue Aug 31 14:51:40 PDT 2021","Sun Aug 29 03:37:36 PDT 2021","","","148","94% (291/309)","94% (291/309)","93% (205/220)","33","https://i.imgur.com/6PzBsh0.png","https://i.imgur.com/WMtQdCW.png","https://i.imgur.com/DYWqjS6.png","{}","","TRUE","","Aber ich weiß es, denn ich erhalte sie auch."
