"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url","Input.suggestions","Input.gtrans","Input.dtrans","Answer.gtransalert","Answer.keylog","Answer.qualification","Answer.timealert","Answer.translation","Approve","Reject"
"334ZEL5JYFM1ZBVZME4LNCFGULHOSO","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:41 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:41:53 PDT 2021","","","3QAVNHZ3EWBRGE42IO74ZFD4ZELLA0","A2687XLMYHVP7F","Approved","Mon Aug 16 07:47:41 PDT 2021","Mon Aug 16 07:48:34 PDT 2021","Thu Aug 19 07:48:34 PDT 2021","Tue Aug 17 01:19:50 PDT 2021","","","53","100% (28/28)","100% (28/28)","100% (28/28)","1","https://i.imgur.com/MI1a7mF.png","{}","klingeln blase signalton thud knistern rauschen zischen pffft surren","klimpern blasen piepsen klopfen knistern zischen zischen pffft zischen","","Kling. Blubber. Piep. Bumm. Knister,. Wusch. Zisch. Pffffft. Surr.","","","Kling. Blubber. Piep. Bumm. Knister. Wusch. Zisch. Pffft. Surr."
"34HEO7RUHF10WS1LX6ZYW7QFJ2URA4","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:41 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:41:54 PDT 2021","","","39U1BHVTDVYFF6DMIIULYY9FNHCT3C","A2687XLMYHVP7F","Approved","Mon Aug 16 07:30:33 PDT 2021","Mon Aug 16 07:32:35 PDT 2021","Thu Aug 19 07:32:35 PDT 2021","Mon Aug 16 07:37:49 PDT 2021","","","122","100% (28/28)","100% (28/28)","100% (28/28)","9","https://i.imgur.com/ZXLs0jO.png","{}","zuerst hast du die notizen der gestrigen begegnung mit lucius malfoy bei dir","erstens haben sie die notizen von der gestrigen begegnung mit lucius malfoy dabei","TRUE","""Als ersten""Erstmal, hast du die Notizen vonm gestrigenn der gestrigen Begegnung mit Lucious Mus Malfoy bei dir?"",,:So, e","Mein Pferd Jack rennt nach Hause.","",",,So, erstmal: hast du die Notizen von der gestrigen Begegnung mit Lucius Malfoy bei dir?"""
"3MWOYZD5X4V4JY3UEINZOI5A7M9ONC","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:39 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:41:54 PDT 2021","","","3TYCR1GOTMQSHMCAUGN3G84D8ZQLZZ","A2687XLMYHVP7F","Approved","Mon Aug 16 07:33:28 PDT 2021","Mon Aug 16 07:33:46 PDT 2021","Thu Aug 19 07:33:46 PDT 2021","Mon Aug 16 07:37:50 PDT 2021","","","18","100% (28/28)","100% (28/28)","100% (28/28)","263","https://i.imgur.com/7MYeM7b.png","{}","harry atmete tief durch","harry holte tief luft","","Harry nahm einen tiefen Atemzug.","","TRUE","Harry nahm einen tiefen Atemzug."
"3TKXBROM62HY4M161PI2BES7MT5JI8","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:43 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:41:59 PDT 2021","","","33JKGHPFYM1I6FGCR4DOLYCTYQ8NMM","A2687XLMYHVP7F","Approved","Mon Aug 16 07:35:26 PDT 2021","Mon Aug 16 07:38:36 PDT 2021","Thu Aug 19 07:38:36 PDT 2021","Tue Aug 17 01:19:51 PDT 2021","","","190","100% (28/28)","100% (28/28)","100% (28/28)","38","https://i.imgur.com/dxWTT6q.png","{}","der andere grund warum ich sie hierher gebeten habe sagte der alte zauberer war dass ich ihr einzigartiges genie konsultieren wollte","der andere grund warum ich dich hergebeten habe sagte der alte zauberer war dass ich dein einzigartiges genie befragen wollte","",",,Der andere Grund, aus dem ich dich hierher gebeten habe!""""!, sagte der Zauberer, ,,alte war, um dein e einzigartige Genialität zu Rate zuz  ziehenr.""","","",",,Der andere Grund, aus dem ich dich hierher gebeten habe"", sagte der alte Zauberer, ,,war, um deine einzigartige Genialität zurate zu ziehen."""
"3ZVPAMTJXWA16JEOJ6R8ST1IHX7RGG","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:43 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:42:03 PDT 2021","","","3PH3VY7DJV48SGO9YUU5PJLT66UWZ3","A2687XLMYHVP7F","Approved","Mon Aug 16 07:34:45 PDT 2021","Mon Aug 16 07:35:22 PDT 2021","Thu Aug 19 07:35:22 PDT 2021","Mon Aug 16 07:38:01 PDT 2021","","","37","100% (28/28)","100% (28/28)","100% (28/28)","53","https://i.imgur.com/Qgzusph.png","{}","warum hatte er es so formuliert","warum hatte er es so formuliert","","Waru, hatte errum hatte er es so gesagt?ausgedrückt","","","Warum hatte er es so ausgedrückt?"
"34O39PNDLFF5F26D3KZURIAL1KFRBZ","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:42 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:42:06 PDT 2021","","","3RKNTXVS3W5VI6XHCW8NDYBTDSP4AP","A2687XLMYHVP7F","Approved","Mon Aug 16 07:40:31 PDT 2021","Mon Aug 16 07:41:02 PDT 2021","Thu Aug 19 07:41:02 PDT 2021","Tue Aug 17 01:19:50 PDT 2021","","","31","100% (28/28)","100% (28/28)","100% (28/28)","328","https://i.imgur.com/mVnn6YW.png","{}","ich kann ihnen die wahrheit sagen aber wenn sie sich weigern es zu hören","ich kann dir die wahrheit sagen aber wenn du sie nicht hören willst","",",,Ic h kann dir die Wahrhetit erzählen, aber wenn du dich weigerst, sie dir anzuhören...""","","TRUE",",,Ich kann dir die Wahrheit erzählen, aber wenn du dich weigerst, sie dir anzuhören..."""
"30QQTY5GNTRATIV4UXIJRRB9PTSU7K","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:44 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:42:07 PDT 2021","","","3X4MXAO0BQVZQP2IOD0S3GJUXPDRW7","A2687XLMYHVP7F","Approved","Mon Aug 16 07:47:05 PDT 2021","Mon Aug 16 07:47:32 PDT 2021","Thu Aug 19 07:47:32 PDT 2021","Tue Aug 17 01:19:50 PDT 2021","","","27","100% (28/28)","100% (28/28)","100% (28/28)","71","https://i.imgur.com/M5kfXly.png","{}","ja sagte dumbledore und lächelte leicht","ja sagte dumbledore und lächelte leicht","",",,Ja"", sagte Dumbledore mit einem leichten Lächeln.","Mein Pferd Jack rennt nach Hause.","TRUE",",,Ja"", sagte Dumbledore mit einem leichten Lächeln."
"30Y6N4AHZY3YUZ4XHGQ0M8YL45RRD6","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:42 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:42:11 PDT 2021","","","3NPFYT4IZMBNQZYUI7226VJU4I7GXS","A2687XLMYHVP7F","Approved","Mon Aug 16 07:38:51 PDT 2021","Mon Aug 16 07:39:27 PDT 2021","Thu Aug 19 07:39:27 PDT 2021","Tue Aug 17 01:19:50 PDT 2021","","","36","100% (28/28)","100% (28/28)","100% (28/28)","351","https://i.imgur.com/zhTiIOG.png","{}","irgendwie schaffte es harry sich vom lachen abzuhalten","irgendwie gelang es harry sich das lachen zu verkneifen","TRUE","(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)","Mein Pferd Jack rennt nach Hause.","","(Irgendwie schaffte Harry es, sich vom Lachen abzuhalten.)"
"32CAVSKPDNWWIWG25H1AQHKWM7SU1N","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:43 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:42:14 PDT 2021","","","39ZSFO5CAI350XU0L8CIJ1C62S5UJG","A2687XLMYHVP7F","Approved","Mon Aug 16 07:28:57 PDT 2021","Mon Aug 16 07:30:28 PDT 2021","Thu Aug 19 07:30:28 PDT 2021","Mon Aug 16 07:37:49 PDT 2021","","","91","100% (28/28)","100% (28/28)","100% (28/28)","368","https://i.imgur.com/rRspfdp.png","{}","nein ich lese deine gedanken nicht ich muss nicht dein zögern verrät dich","nein ich kann ihre gedanken nicht lesen das muss ich auch nicht ihr zögern verrät sie","","Nein, ich lese nicht einedeine Gedanken, das brauche ich nicht, dein Zögern sagt schon aölllles.","Mein Pferd Jack rennt nach Hause.","","Nein, ich lese nicht deine Gedanken, das brauche ich nicht, dein Zögern sagt schon alles."
"3RZS0FBRXTH3DUI44SR0X7GOINRPCC","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 06:35:47 PDT 2021","3","BatchId:4532029;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 16 08:42:15 PDT 2021","","","31Q0U3WYDZMW7520IBD1592000871N","A2687XLMYHVP7F","Approved","Mon Aug 16 07:32:42 PDT 2021","Mon Aug 16 07:33:06 PDT 2021","Thu Aug 19 07:33:06 PDT 2021","Mon Aug 16 07:37:50 PDT 2021","","","24","100% (28/28)","100% (28/28)","100% (28/28)","117","https://i.imgur.com/qAH7RnC.png","{}","der schulleiter schüttelte den kopf","der schulleiter schüttelte den kopf","TRUE","Der Schulleiter schüttelte den Kopf.","Mein Pferd Jack rennt nach Hause.","TRUE","Der Schulleiter schüttelte den Kopf."
