"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url","Input.suggestions","Input.gtrans","Answer.gtransalert","Answer.keylog","Answer.keylogalert","Answer.qualification","Answer.timealert","Answer.translation","Approve","Reject"
"375VSR8FW5G1X09T9YFXD0HOSMRRZT","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:04 PDT 2021","","","3J4Q2Z4UT8AZEONIBYBSYQ9P118WQ4","A1S4DGZRQAQJT5","Approved","Sun Aug 15 17:19:56 PDT 2021","Sun Aug 15 17:21:07 PDT 2021","Wed Aug 18 17:21:07 PDT 2021","Mon Aug 16 02:38:45 PDT 2021","","","71","100% (9/9)","100% (9/9)","100% (9/9)","127","https://i.imgur.com/KTmMSZR.png","{}","und es war offensichtlich","TRUE","Und es war klar.offensichtlich.","","Mein Pferd Jack läuft nach Hause.","","Und es war offensichtlich."
"375VSR8FW5G1X09T9YFXD0HOSMRRZT","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:04 PDT 2021","","","3LEP4MGT3Q7D1CL2BL9CBDP57ERDBB","AWUML5SWVKPN6","Approved","Sat Aug 14 03:18:53 PDT 2021","Sat Aug 14 03:19:42 PDT 2021","Tue Aug 17 03:19:42 PDT 2021","Sat Aug 14 03:42:59 PDT 2021","","","49","42% (5/12)","42% (5/12)","42% (5/12)","127","https://i.imgur.com/KTmMSZR.png","{}","und es war offensichtlich","TRUE","","TRUE","Mein Pferd Jack läuft nach Hause","","Und das war offensichtlich."
"375VSR8FW5G1X09T9YFXD0HOSMRRZT","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:04 PDT 2021","","","3TR2532VIZ1KYM4ZPQEF3VYQYWGJ6B","A214QUOIRYS868","Approved","Fri Aug 13 19:03:07 PDT 2021","Fri Aug 13 19:03:52 PDT 2021","Mon Aug 16 19:03:52 PDT 2021","Sat Aug 14 02:56:24 PDT 2021","","","45","57% (8/14)","57% (8/14)","57% (8/14)","127","https://i.imgur.com/KTmMSZR.png","{}","und es war offensichtlich","","Un d es war offenslicichtlich .deutlich","","Mein Pferd Jack rennt nach Hause","","Und es war deutlich."
"33N1S8XHIVSD4VACB40I79ZBOOXZ15","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:04 PDT 2021","","","3P4RDNWNDFD0R6Z0RRN40YOV7O8IJ3","AWUML5SWVKPN6","Approved","Sat Aug 14 03:19:08 PDT 2021","Sat Aug 14 03:20:59 PDT 2021","Tue Aug 17 03:20:59 PDT 2021","Sat Aug 14 03:42:59 PDT 2021","","","111","42% (5/12)","42% (5/12)","42% (5/12)","142","https://i.imgur.com/WfiUkDw.png","{}","warum voldemort","TRUE","","TRUE","Mein Pferd Jack läuft nach Hause","","Warum Voldemort?"""
"33N1S8XHIVSD4VACB40I79ZBOOXZ15","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:04 PDT 2021","","","3R0T90IZ12JZN1NZRB6FSIYK2QACGS","A214QUOIRYS868","Approved","Fri Aug 13 18:58:48 PDT 2021","Fri Aug 13 18:59:26 PDT 2021","Mon Aug 16 18:59:26 PDT 2021","Sat Aug 14 02:56:24 PDT 2021","","","38","57% (8/14)","57% (8/14)","57% (8/14)","142","https://i.imgur.com/WfiUkDw.png","{}","warum voldemort","","Warum Voldemort?ieso","","Mein Pferd Jack rennt nach Hause","TRUE","Wieso Voldemort?"
"3H5TOKO3EIQS8KNKWHM989DJV4B46X","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:05 PDT 2021","","","30X31N5D6DXEKRZS2X45B1RZR6RASX","A1S4DGZRQAQJT5","Approved","Sun Aug 15 17:22:34 PDT 2021","Sun Aug 15 17:23:33 PDT 2021","Wed Aug 18 17:23:33 PDT 2021","Mon Aug 16 02:38:45 PDT 2021","","","59","100% (9/9)","100% (9/9)","100% (9/9)","147","https://i.imgur.com/tzCdtPo.png","{}","jawohl sagte dumbledore","","Jy""""Ja!==? , sagte Dumbledore.","","Mein Pferd Jack rennt nach Hause.","","""Ja!?"", sagte Dumbledore."
"3H5TOKO3EIQS8KNKWHM989DJV4B46X","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:05 PDT 2021","","","37XITHEIS6GQCRWD7M0RRMCR4ZLCRO","A214QUOIRYS868","Approved","Fri Aug 13 18:59:30 PDT 2021","Fri Aug 13 19:00:46 PDT 2021","Mon Aug 16 19:00:46 PDT 2021","Sat Aug 14 02:56:25 PDT 2021","","","76","57% (8/14)","57% (8/14)","57% (8/14)","147","https://i.imgur.com/tzCdtPo.png","{}","jawohl sagte dumbledore","","J""Ja!?"" sagte Dumbledoresprach","","Mein Pferd Jack rennt nach Hause","","""Ja!?"" sprach Dumbledore"
"3H5TOKO3EIQS8KNKWHM989DJV4B46X","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:05 PDT 2021","","","3K5TEWLKG5I9I1ZU8G1N3MZP2BEVI0","AWUML5SWVKPN6","Approved","Sat Aug 14 03:16:31 PDT 2021","Sat Aug 14 03:19:07 PDT 2021","Tue Aug 17 03:19:07 PDT 2021","Sat Aug 14 03:42:59 PDT 2021","","","156","42% (5/12)","42% (5/12)","42% (5/12)","147","https://i.imgur.com/tzCdtPo.png","{}","jawohl sagte dumbledore","","","TRUE","Mein Pferd Jack läuft nach Hause","","""Ja!?"", sagte Dumbledore."
"3H5TOKO3EIQS8KNKWHM989DJV4B46X","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:05 PDT 2021","","","3TU5ZICBRN8OONR0DVVMKA63IM88QN","A1GY6XMHLCXX54","Approved","Fri Aug 13 20:40:25 PDT 2021","Fri Aug 13 20:42:17 PDT 2021","Mon Aug 16 20:42:17 PDT 2021","Sat Aug 14 02:56:24 PDT 2021","","","112","100% (1/1)","100% (1/1)","100% (1/1)","147","https://i.imgur.com/tzCdtPo.png","{}","jawohl sagte dumbledore","TRUE","""Jawolhl!?"" sagte Dumbledore.","","Meine pferd Jack rennt nach hause.","","""Jawohl!?"" sagte Dumbledore."
"3PA41K45WWBX1DN8DBJPHLOAHBQP77","3XA69K8C56VS0REQU9LSTLYL4RO1WP","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Fri Aug 13 17:22:55 PDT 2021","5","BatchId:4530864;OriginalHitTemplateId:928390828;","600","259200","Mon Aug 16 02:42:05 PDT 2021","","","3BV8HQ2ZZ689XT1VVK12AWV78AJA6L","AWUML5SWVKPN6","Approved","Sat Aug 14 03:18:00 PDT 2021","Sat Aug 14 03:18:52 PDT 2021","Tue Aug 17 03:18:52 PDT 2021","Sat Aug 14 03:42:59 PDT 2021","","","52","42% (5/12)","42% (5/12)","42% (5/12)","329","https://i.imgur.com/FwYvw3K.png","{}","auch nicht interessant","TRUE","","TRUE","Mein Pferd Jack läuft nach Hause","","Auch nicht interessant."
