"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url","Input.suggestions","Input.gtrans","Input.dtrans","Answer.gtransalert","Answer.keylog","Answer.keylogalert","Answer.qualification","Answer.timealert","Answer.translation","Approve","Reject"
"306996CF75RHMX7W5QKFLRS8XNTB1X","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:20 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Thu Aug 26 14:26:04 PDT 2021","","","34Q075JO17KIPU2GXCSSQUSDSD9106","AGC1N8XA7OBQY","Approved","Mon Aug 23 13:44:10 PDT 2021","Mon Aug 23 13:45:17 PDT 2021","Thu Aug 26 13:45:17 PDT 2021","Tue Aug 24 01:38:38 PDT 2021","","","67","100% (72/72)","100% (72/72)","100% (60/60)","254","https://i.imgur.com/lxgux7j.png","{}","wenn du nicht ewig leben willst heißt das dass du sterben willst","wenn man nicht ewig leben will bedeutet das dass man sterben will","","","TRUE","","","Wenn man nicht ewig leben will, heißt das dass man Sterben möchte."
"306996CF75RHMX7W5QKFLRS8XNTB1X","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:20 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Thu Aug 26 14:26:04 PDT 2021","","","3RU7GD8VPY0L7V5URGM21WGUQBCSPI","AVEHD2Q2W1FCV","Approved","Fri Aug 20 07:29:09 PDT 2021","Fri Aug 20 07:29:53 PDT 2021","Mon Aug 23 07:29:53 PDT 2021","Fri Aug 20 08:25:40 PDT 2021","","","44","100% (103/103)","100% (103/103)","100% (93/93)","254","https://i.imgur.com/lxgux7j.png","{}","wenn du nicht ewig leben willst heißt das dass du sterben willst","wenn man nicht ewig leben will bedeutet das dass man sterben will","","fWenn du nicht fpriür immer weiter leben willst. heißt es, dass du sterben willsst.","","","","Wenn du nicht für immer weiter leben willst heißt es, dass du sterben willst."
"306W7JMRZ75ZXXRH4BTU01FGBTZ8BE","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:05 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Thu Aug 26 14:26:04 PDT 2021","","","3MH9DQ7576JV9V4ZD2RFMOKQARWGUO","AGC1N8XA7OBQY","Approved","Mon Aug 23 13:47:20 PDT 2021","Mon Aug 23 13:47:26 PDT 2021","Thu Aug 26 13:47:26 PDT 2021","Tue Aug 24 01:38:38 PDT 2021","","","6","100% (72/72)","100% (72/72)","100% (60/60)","273","https://i.imgur.com/QC52eOp.png","{}","aber zweihundert jahre wären des guten einfach zu viel","aber zweihundert jahre wären einfach zu viel des guten","TRUE","","TRUE","","TRUE","Aber zweihundert Jahre wären doch zuviel des Guten."
"307L9TDWK7ZFX9A8VK370F7ZCWLN3Q","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:07 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Thu Aug 26 14:26:04 PDT 2021","","","36H9ULYP6C1GHFXAQJHJX1B3SLTFJ1","A2687XLMYHVP7F","Approved","Fri Aug 20 02:59:42 PDT 2021","Fri Aug 20 03:01:13 PDT 2021","Mon Aug 23 03:01:13 PDT 2021","Fri Aug 20 06:18:53 PDT 2021","","","91","100% (271/271)","100% (271/271)","100% (243/243)","319","https://i.imgur.com/LxFHNLn.png","{}","harry griff nach oben und wischte sich über die wangen während die glasgegenstände des büros von seinem letzten schrei aufhörten zu vibrieren","harry griff nach oben und wischte sich über die wangen während die glasscheiben des büros von seinem letzten schrei aufhörten zu vibrieren","","Harry hob die Hand und wischte sich über seine Wangen, während die gläsernen Gegestände im Büro von seinemas Schrillen derim Büro , das er durch seinen letzten Schrei ausgelöst hatte, ausklang.","","","","Harry hob die Hand und wischte sich über seine Wangen, während im Büro das Schrillen der gläsernen Gegestände, das er durch seinen letzten Schrei ausgelöst hatte, ausklang."
"308KJXFUK0DDC7ED1V4TWMRX7OZATA","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:15 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Sun Aug 22 09:15:15 PDT 2021","","","3WMOAN2SRL41W2AL5WEF8UV6PWMNVV","A2687XLMYHVP7F","Approved","Thu Aug 19 07:37:39 PDT 2021","Thu Aug 19 07:39:15 PDT 2021","Sun Aug 22 07:39:15 PDT 2021","Thu Aug 19 08:00:00 PDT 2021","","","96","100% (271/271)","100% (271/271)","100% (243/243)","153","https://i.imgur.com/0mcETtj.png","{}","der schmerz war jetzt deutlich in dumbledores stimme enthüllt auf seinem gesicht","der schmerz war jetzt deutlich in dumbledores stimme zu hören und auf seinem gesicht zu sehen","","DerEs war in Dumbledore Stimme lSDeDer Schmerz war indeeinfach zu erkennen uund i n seinem Gesicht frei zu sehen.","","","","Der Schmerz war in Dumbledore Stimme einfach zu erkennen und in seinem Gesicht frei zu sehen."
"308KJXFUK0DDC7ED1V4TWMRX7OZATA","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:15 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Sun Aug 22 09:15:15 PDT 2021","","","3M23Y66POCEDXPNPCKNTVWPDV3X6SV","AGC1N8XA7OBQY","Approved","Thu Aug 19 11:51:39 PDT 2021","Thu Aug 19 11:53:44 PDT 2021","Sun Aug 22 11:53:44 PDT 2021","Thu Aug 19 23:56:03 PDT 2021","","","125","100% (72/72)","100% (72/72)","100% (60/60)","153","https://i.imgur.com/0mcETtj.png","{}","der schmerz war jetzt deutlich in dumbledores stimme enthüllt auf seinem gesicht","der schmerz war jetzt deutlich in dumbledores stimme zu hören und auf seinem gesicht zu sehen","","","TRUE","","","Der Schmerz war deutlich in Dumbledore’s Stimme zu hören und deutlich ins Gesicht geschrieben."
"30IRMPJWE8Q685A79XCNQLTBOFWKRM","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:11 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Sun Aug 22 09:15:11 PDT 2021","","","38SKSKU7RB46MWN0UCZHGD1NC2QILX","A2687XLMYHVP7F","Approved","Fri Aug 20 03:04:30 PDT 2021","Fri Aug 20 03:06:19 PDT 2021","Mon Aug 23 03:06:19 PDT 2021","Fri Aug 20 06:18:53 PDT 2021","","","109","100% (271/271)","100% (271/271)","100% (243/243)","394","https://i.imgur.com/5sSaNw2.png","{}","er hob eine kristallkugel auf die eine hand in flammen zu halten schien und sah mit trauriger miene hinein","er hob eine kristallkugel auf die eine hand in flammen zu halten schien und schaute mit trauriger miene hinein","","Er anahm die Kristallkugel in die Hand, der eine flammende Hand zu beinhalten schien, und sah mit m und sah mit einem traurigen gesichtsGesichtsausdruck hinein.ie griff","","","","Er griff die Kristallkugel, die eine flammende Hand zu beinhalten schien und sah mit einem traurigen Gesichtsausdruck hinein."
"30IRMPJWE8Q685A79XCNQLTBOFWKRM","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:11 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Sun Aug 22 09:15:11 PDT 2021","","","3XLBSAQ9ZEJT21N8QMMTX3MCDW5Z7M","AVEHD2Q2W1FCV","Approved","Fri Aug 20 07:15:56 PDT 2021","Fri Aug 20 07:18:10 PDT 2021","Mon Aug 23 07:18:10 PDT 2021","Fri Aug 20 08:25:41 PDT 2021","","","134","100% (103/103)","100% (103/103)","100% (93/93)","394","https://i.imgur.com/5sSaNw2.png","{}","er hob eine kristallkugel auf die eine hand in flammen zu halten schien und sah mit trauriger miene hinein","er hob eine kristallkugel auf die eine hand in flammen zu halten schien und schaute mit trauriger miene hinein","","Er nimmt ineeinen KRrysatrkKerystalkugel , die sie sheint eine Hand in Flamme zuhalten , schute hereinnahm amit iieinr traurigen Gsescichtszug .","","","","Er nahm eine Krystalkugel, sie sheint eine Hand in Flamme zu halten, schaute mit einr traurigen Gesichtszug herein."
"30P8I9JKPRSVJT6LBUDRPTZWCVEV55","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:15 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Thu Aug 26 14:26:04 PDT 2021","","","3ATPCQ38JIHBGDB113WUTNF089QYA2","A2687XLMYHVP7F","Approved","Fri Aug 20 03:39:42 PDT 2021","Fri Aug 20 03:40:22 PDT 2021","Mon Aug 23 03:40:22 PDT 2021","Fri Aug 20 06:18:53 PDT 2021","","","40","100% (271/271)","100% (271/271)","100% (243/243)","458","https://i.imgur.com/9mU3gNs.png","{}","nein sagte der junge mit eiserner gewissheit in seiner stimme","nein sagte der junge mit eiserner gewissheit in seiner stimme","TRUE",",,nein"", sagte der Junge mit eiserner Ernsthaftigkeit in der Stimme.Gewissheit","","","",",,nein"", sagte der Junge mit eiserner Gewissheit in der Stimme."
"30U1YOGZHJ3AVE4AW5Q5CI3HQ8ISD5","33MMW7ZS0JY326Y2PE6B8KNF5UEVQ4","Übersetzen Sie einen kurzen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.10","Wed Aug 18 09:15:09 PDT 2021","2","BatchId:4534276;OriginalHitTemplateId:928390828;","1800","259200","Sun Aug 22 09:15:09 PDT 2021","","","3AMYWKA6YLTYZXVW536KBRFCYG0O6Q","A2687XLMYHVP7F","Approved","Fri Aug 20 03:06:20 PDT 2021","Fri Aug 20 03:07:11 PDT 2021","Mon Aug 23 03:07:11 PDT 2021","Fri Aug 20 06:18:54 PDT 2021","","","51","100% (271/271)","100% (271/271)","100% (243/243)","50","https://i.imgur.com/BgxgVdE.png","{}","jetzt warf der schulleiter harry einen seltsamen blick zu","jetzt warf der schulleiter harry einen seltsamen blick zu","","Nun sah der Schulleiter Harry seltsam an.","","","","Nun sah der Schulleiter Harry seltsam an."
